cluster,athletes,mean_alpha_hat,mean_k_hat,mean_half_life,mean_r_squared,mean_injury_rate,mean_recovery_score,mean_sleep_quality,mean_workload,mean_assignment_prob
2,12,0.004687727622368606,0.21136503645216928,3.380021944048964,0.7024710851674771,0.175129526558098,53.21257307882899,5.653171591612348,699.9549281090736,0.9999836475501686
1,29,0.005948840167545958,0.2677067200629133,2.59764659521402,0.6471966579824193,0.1481080331819248,55.35368584992254,5.817585290913508,676.3799940210872,0.9999999999251453
4,48,0.008784562143607703,0.32401706261576174,2.1433365799916433,0.6098411716616664,0.1514834412863055,55.299972822019924,5.840764429261358,665.4193824238755,0.9957915735350243
0,42,0.011929108661881883,0.38493577171643134,1.8078810517290291,0.5886877521227897,0.16332945247877556,54.345070971768216,5.767882055361403,683.5562001573297,0.9928804666706915
3,25,0.009856521850328741,0.43669729286092057,1.5950991886073231,0.4954816621408107,0.11541006182250879,57.22275451338524,5.922933598179002,637.3567857251942,0.9836033261716253
