metric,count,mean,std,min,25%,50%,75%,max
corr_u_y_same,156.0,0.799844606216837,0.038074976814151014,0.7069934753001201,0.7745374223061418,0.800450230558515,0.830407741799514,0.8772176738210261
corr_u_y_next,156.0,0.10295214691871858,0.1116462899234731,-0.1489829453199449,0.0295059810209432,0.11092227292660756,0.18037910161732906,0.389727035883968
corr_u_y_smooth,156.0,0.5099879330703928,0.08103484462016958,0.28397991529351235,0.4511119966353586,0.5146150541188148,0.5680067897379364,0.7394060701449781
